token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
99926000,Nifty 50,NIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926001,Nifty GrowSect 15,NIFTY GROWSECT 15,,0.000000,1,AMXIDX,NSE,0.000000
99926002,Nifty50 PR 2x Lev,NIFTY50 PR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000
99926004,Nifty 500,NIFTY 500,,0.000000,1,AMXIDX,NSE,0.000000
99926008,Nifty IT,NIFTY IT,,0.000000,1,AMXIDX,NSE,0.000000
99926009,Nifty Bank,BANKNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926011,NIFTY MIDCAP 100,NIFTY MIDCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
99926012,Nifty 100,NIFTY 100,,0.000000,1,AMXIDX,NSE,0.000000
99926013,Nifty Next 50,NIFTYNXT50,,0.000000,1,AMXIDX,NSE,0.000000
99926014,Nifty Midcap 50,NIFTY MIDCAP 50,,0.000000,1,AMXIDX,NSE,0.000000
99926016,HangSeng BeES-NAV,HANGSENG BEES-NAV,,0.000000,1,AMXIDX,NSE,0.000000
99926017,India VIX,INDIA VIX,,0.000000,1,AMXIDX,NSE,0.000000
99926018,Nifty Realty,NIFTY REALTY,,0.000000,1,AMXIDX,NSE,0.000000
99926019,Nifty Infra,NIFTY INFRA,,0.000000,1,AMXIDX,NSE,0.000000
99926020,Nifty Energy,NIFTY ENERGY,,0.000000,1,AMXIDX,NSE,0.000000
99926021,Nifty FMCG,NIFTY FMCG,,0.000000,1,AMXIDX,NSE,0.000000
99926022,Nifty MNC,NIFTY MNC,,0.000000,1,AMXIDX,NSE,0.000000
99926023,Nifty Pharma,NIFTY PHARMA,,0.000000,1,AMXIDX,NSE,0.000000
99926024,Nifty PSE,NIFTY PSE,,0.000000,1,AMXIDX,NSE,0.000000
99926025,Nifty PSU Bank,NIFTY PSU BANK,,0.000000,1,AMXIDX,NSE,0.000000
99926026,Nifty Serv Sector,NIFTY SERV SECTOR,,0.000000,1,AMXIDX,NSE,0.000000
99926029,Nifty Auto,NIFTY AUTO,,0.000000,1,AMXIDX,NSE,0.000000
99926030,Nifty Metal,NIFTY METAL,,0.000000,1,AMXIDX,NSE,0.000000
99926031,Nifty Media,NIFTY MEDIA,,0.000000,1,AMXIDX,NSE,0.000000
99926032,NIFTY SMLCAP 100,NIFTY SMLCAP 100,,0.000000,1,AMXIDX,NSE,0.000000
99926033,Nifty 200,NIFTY 200,,0.000000,1,AMXIDX,NSE,0.000000
99926034,Nifty Div Opps 50,NIFTY DIV OPPS 50,,0.000000,1,AMXIDX,NSE,0.000000
99926035,Nifty Commodities,NIFTY COMMODITIES,,0.000000,1,AMXIDX,NSE,0.000000
99926036,Nifty Consumption,NIFTY CONSUMPTION,,0.000000,1,AMXIDX,NSE,0.000000
99926037,Nifty Fin Service,FINNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
99926038,Nifty50 Div Point,NIFTY50 DIV POINT,,0.000000,1,AMXIDX,NSE,0.000000
99926040,Nifty100 Liq 15,NIFTY100 LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000
99926041,Nifty CPSE,NIFTY CPSE,,0.000000,1,AMXIDX,NSE,0.000000
99926042,Nifty50 PR 1x Inv,NIFTY50 PR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000
99926043,Nifty50 TR 2x Lev,NIFTY50 TR 2X LEV,,0.000000,1,AMXIDX,NSE,0.000000
99926044,Nifty50 TR 1x Inv,NIFTY50 TR 1X INV,,0.000000,1,AMXIDX,NSE,0.000000
99926045,Nifty50 Value 20,NIFTY50 VALUE 20,,0.000000,1,AMXIDX,NSE,0.000000
99926046,Nifty Mid Liq 15,NIFTY MID LIQ 15,,0.000000,1,AMXIDX,NSE,0.000000
99926047,Nifty Pvt Bank,NIFTY PVT BANK,,0.000000,1,AMXIDX,NSE,0.000000
99926048,NIFTY100 Qualty30,NIFTY100 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
99926049,Nifty GS 8 13Yr,NIFTY GS 8 13YR,,0.000000,1,AMXIDX,NSE,0.000000
99926050,Nifty GS 10Yr,NIFTY GS 10YR,,0.000000,1,AMXIDX,NSE,0.000000
99926051,Nifty GS 10Yr Cln,NIFTY GS 10YR CLN,,0.000000,1,AMXIDX,NSE,0.000000
99926052,Nifty GS 4 8Yr,NIFTY GS 4 8YR,,0.000000,1,AMXIDX,NSE,0.000000
99926053,Nifty GS 11 15Yr,NIFTY GS 11 15YR,,0.000000,1,AMXIDX,NSE,0.000000
99926054,Nifty GS 15YrPlus,NIFTY GS 15YRPLUS,,0.000000,1,AMXIDX,NSE,0.000000
99926055,Nifty GS Compsite,NIFTY GS COMPSITE,,0.000000,1,AMXIDX,NSE,0.000000
99926056,NIFTY50 EQL Wgt,NIFTY50 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000
99926057,NIFTY100 EQL Wgt,NIFTY100 EQL WGT,,0.000000,1,AMXIDX,NSE,0.000000
99926058,NIFTY100 LowVol30,NIFTY100 LOWVOL30,,0.000000,1,AMXIDX,NSE,0.000000
99926059,NIFTY Alpha 50,NIFTY ALPHA 50,,0.000000,1,AMXIDX,NSE,0.000000
99926060,NIFTY MIDCAP 150,NIFTY MIDCAP 150,,0.000000,1,AMXIDX,NSE,0.000000
99926061,NIFTY SMLCAP 50,NIFTY SMLCAP 50,,0.000000,1,AMXIDX,NSE,0.000000
99926062,NIFTY SMLCAP 250,NIFTY SMLCAP 250,,0.000000,1,AMXIDX,NSE,0.000000
99926063,NIFTY MIDSML 400,NIFTY MIDSML 400,,0.000000,1,AMXIDX,NSE,0.000000
99926064,NIFTY200 QUALTY30,NIFTY200 QUALTY30,,0.000000,1,AMXIDX,NSE,0.000000
99926074,NIFTY MID SELECT,MIDCPNIFTY,,0.000000,1,AMXIDX,NSE,0.000000
10028,ICICI2INAV-EQ,ICICI2INAV,,-1.000000,1,,NSE,1.000000
1011,SCHAEFFLER-EQ,SCHAEFFLER,,-1.000000,1,,NSE,10.000000
10051,SFMP6DD-MF,SFMP6DD,,-1.000000,1,,NSE,1.000000
10055,SFMP6GD-MF,SFMP6GD,,-1.000000,1,,NSE,1.000000
10098,LICN50INAV-EQ,LICN50INAV,,-1.000000,1,,NSE,1.000000
10203,793AP33-SG,793AP33,,-1.000000,100,,NSE,1.000000
10204,793TS34-SG,793TS34,,-1.000000,100,,NSE,1.000000
10233,765GJ29-SG,765GJ29,,-1.000000,100,,NSE,1.000000
10235,776HP30-SG,776HP30,,-1.000000,100,,NSE,1.000000
10243,SYNGENE-EQ,SYNGENE,,-1.000000,1,,NSE,5.000000
10247,782HP32-SG,782HP32,,-1.000000,100,,NSE,1.000000
10261,SGBJUN27-GB,SGBJUN27,,-1.000000,1,,NSE,1.000000
10276,KAYA-EQ,KAYA,,-1.000000,1,,NSE,5.000000
10285,AYMSYNTEX-EQ,AYMSYNTEX,,-1.000000,1,,NSE,1.000000
10277,NGLFINE-EQ,NGLFINE,,-1.000000,1,,NSE,10.000000
10300,RAMASTEEL-EQ,RAMASTEEL,,-1.000000,1,,NSE,1.000000
10415,MUTHOOTCAP-EQ,MUTHOOTCAP,,-1.000000,1,,NSE,5.000000
10417,DYCL-EQ,DYCL,,-1.000000,1,,NSE,5.000000
10460,78TN32A-SG,78TN32A,,-1.000000,100,,NSE,1.000000
10485,RAMRAT-EQ,RAMRAT,,-1.000000,1,,NSE,5.000000
10508,MOHEALTH-EQ,MOHEALTH,,-1.000000,1,,NSE,1.000000
10511,NIFTYBETA-EQ,NIFTYBETA,,-1.000000,1,,NSE,1.000000
10526,757HP31-SG,757HP31,,-1.000000,100,,NSE,1.000000
10578,MPSLTD-EQ,MPSLTD,,-1.000000,1,,NSE,10.000000
10579,MARKSANS-EQ,MARKSANS,,-1.000000,1,,NSE,1.000000
10584,HDFC50INAV-EQ,HDFC50INAV,,-1.000000,1,,NSE,1.000000
10590,LOYALTEX-EQ,LOYALTEX,,-1.000000,1,,NSE,1.000000
10618,SADBHIN-EQ,SADBHIN,,-1.000000,1,,NSE,1.000000
10637,OLECTRA-EQ,OLECTRA,,-1.000000,1,,NSE,10.000000
10700,SURANAT&P-EQ,SURANAT&P,,-1.000000,1,,NSE,1.000000
1076,ZENSARTECH-EQ,ZENSARTECH,,-1.000000,1,,NSE,5.000000
1077,659HR30-SG,659HR30,,-1.000000,100,,NSE,1.000000
10749,753NTPC30E-NC,753NTPC30E,,-1.000000,1,,NSE,1.000000
10771,766UP32-SG,766UP32,,-1.000000,100,,NSE,1.000000
10844,77TN42-SG,77TN42,,-1.000000,100,,NSE,1.000000
10922,OMAXAUTO-EQ,OMAXAUTO,,-1.000000,1,,NSE,1.000000
10985,SABAR-ST,SABAR,,-1.000000,5000,,NSE,5.000000
11060,KSOLVES-EQ,KSOLVES,,-1.000000,1,,NSE,5.000000
11097,758GA37A-SG,758GA37A,,-1.000000,100,,NSE,1.000000
11155,CNL-EQ,CNL,,-1.000000,1,,NSE,5.000000
1127,GHCL-EQ,GHCL,,-1.000000,1,,NSE,5.000000
11184,IDFCFIRSTB-EQ,IDFCFIRSTB,,-1.000000,1,,NSE,1.000000
11233,SUVEN-EQ,SUVEN,,-1.000000,1,,NSE,1.000000
11276,768PN42-SG,768PN42,,-1.000000,100,,NSE,1.000000
11284,767HR32-SG,767HR32,,-1.000000,100,,NSE,1.000000
11416,77PN42-SG,77PN42,,-1.000000,100,,NSE,1.000000
11292,769KL40-SG,769KL40,,-1.000000,100,,NSE,1.000000
1142,GINNIFILA-EQ,GINNIFILA,,-1.000000,1,,NSE,1.000000
11471,EXCELINDUS-EQ,EXCELINDUS,,-1.000000,1,,NSE,5.000000
11491,APARINDS-EQ,APARINDS,,-1.000000,1,,NSE,50.000000
11505,785AS32A-SG,785AS32A,,-1.000000,100,,NSE,1.000000
11538,HDFCMOMENT-EQ,HDFCMOMENT,,-1.000000,1,,NSE,1.000000
11543,COFORGE-EQ,COFORGE,,-1.000000,1,,NSE,10.000000
1158,649KA30A-SG,649KA30A,,-1.000000,100,,NSE,1.000000
11619,GOLDENTOBC-BZ,GOLDENTOBC,,-1.000000,1,,NSE,1.000000
11693,782TN32-SG,782TN32,,-1.000000,100,,NSE,1.000000
11700,795WB39-SG,795WB39,,-1.000000,100,,NSE,1.000000
11705,XCHANGING-EQ,XCHANGING,,-1.000000,1,,NSE,1.000000
11731,CONSOFINVT-EQ,CONSOFINVT,,-1.000000,1,,NSE,1.000000
11757,750IRFC35-NK,750IRFC35,,-1.000000,1,,NSE,1.000000
1185,AMBER-EQ,AMBER,,-1.000000,1,,NSE,50.000000
11820,MANGALAM-BE,MANGALAM,,-1.000000,1,,NSE,1.000000
11866,757GJ26-SG,757GJ26,,-1.000000,100,,NSE,1.000000
11867,776HR30-SG,776HR30,,-1.000000,100,,NSE,1.000000
11882,783BR32-SG,783BR32,,-1.000000,100,,NSE,1.000000
11886,787HP34-SG,787HP34,,-1.000000,100,,NSE,1.000000
11935,SPLIL-EQ,SPLIL,,-1.000000,1,,NSE,1.000000
12034,BASML-EQ,BASML,,-1.000000,1,,NSE,1.000000
12072,SCPL-EQ,SCPL,,-1.000000,1,,NSE,5.000000
12301,769GA32A-SG,769GA32A,,-1.000000,100,,NSE,1.000000
12311,774KA37-SG,774KA37,,-1.000000,100,,NSE,1.000000
12664,757HR30-SG,757HR30,,-1.000000,100,,NSE,1.000000
12673,762PN32-SG,762PN32,,-1.000000,100,,NSE,1.000000
12706,763PN39-SG,763PN39,,-1.000000,100,,NSE,1.000000
12814,HYBRIDFIN-BE,HYBRIDFIN,,-1.000000,1,,NSE,1.000000
12933,97SFL26-Z9,97SFL26,,-1.000000,1,,NSE,1.000000
13072,IIFLCAPS-EQ,IIFLCAPS,,-1.000000,1,,NSE,5.000000
13126,REPRO-EQ,REPRO,,-1.000000,1,,NSE,5.000000
13135,761JK42-SG,761JK42,,-1.000000,100,,NSE,1.000000
13147,PVRINOX-EQ,PVRINOX,,-1.000000,1,,NSE,10.000000
13152,UTIDFP35P2-MF,UTIDFP35P2,,-1.000000,1,,NSE,1.000000
13182,ROHLTD-EQ,ROHLTD,,-1.000000,1,,NSE,5.000000
13228,ABSLFTUBDG-MF,ABSLFTUBDG,,-1.000000,1,,NSE,1.000000
13229,GVKPIL-BE,GVKPIL,,-1.000000,1,,NSE,1.000000
13237,767WB37-SG,767WB37,,-1.000000,100,,NSE,1.000000
13242,764BR32-SG,764BR32,,-1.000000,100,,NSE,1.000000
13248,764WB32-SG,764WB32,,-1.000000,100,,NSE,1.000000
1333,HDFCBANK-EQ,HDFCBANK,,-1.000000,1,,NSE,5.000000
1327,HCL-INSYS-EQ,HCL-INSYS,,-1.000000,1,,NSE,1.000000
13332,SOLARINDS-EQ,SOLARINDS,,-1.000000,1,,NSE,100.000000
1338,SDBL-EQ,SDBL,,-1.000000,1,,NSE,1.000000
13366,755GJ30-SG,755GJ30,,-1.000000,100,,NSE,1.000000
13368,758JH31-SG,758JH31,,-1.000000,100,,NSE,1.000000
13373,762GA32A-SG,762GA32A,,-1.000000,100,,NSE,1.000000
13381,KKCL-EQ,KKCL,,-1.000000,1,,NSE,5.000000
13409,GPIL-EQ,GPIL,,-1.000000,1,,NSE,5.000000
13491,JKLAKSHMI-EQ,JKLAKSHMI,,-1.000000,1,,NSE,5.000000
13556,HDFC1204RQ-MF,HDFC1204RQ,,-1.000000,1,,NSE,1.000000
13592,HGM-EQ,HGM,,-1.000000,1,,NSE,1.000000
13598,ANTELOPUS-EQ,ANTELOPUS,,-1.000000,1,,NSE,5.000000
136,ANDHRSUGAR-EQ,ANDHRSUGAR,,-1.000000,1,,NSE,1.000000
1362,64AP28-SG,64AP28,,-1.000000,100,,NSE,1.000000
13602,762TN33-SG,762TN33,,-1.000000,100,,NSE,1.000000
13611,IRCTC-EQ,IRCTC,,-1.000000,1,,NSE,5.000000
13637,JMFINANCIL-EQ,JMFINANCIL,,-1.000000,1,,NSE,1.000000
13648,TALBROAUTO-EQ,TALBROAUTO,,-1.000000,1,,NSE,5.000000
13693,INFOMEDIA-EQ,INFOMEDIA,,-1.000000,1,,NSE,1.000000
1001,94SFL28-YL,94SFL28,,-1.000000,1,,NSE,1.000000
10004,DSPN50INAV-EQ,DSPN50INAV,,-1.000000,1,,NSE,1.000000
10021,BBETF0INAV-EQ,BBETF0INAV,,-1.000000,1,,NSE,1.000000
10046,757GS2033-GS,757GS2033,,-1.000000,1,,NSE,1.000000
10074,EMAMIPAP-EQ,EMAMIPAP,,-1.000000,1,,NSE,1.000000
10097,GUJRAFFIA-BE,GUJRAFFIA,,-1.000000,1,,NSE,1.000000
1018,68TS50-SG,68TS50,,-1.000000,100,,NSE,1.000000
10110,MAM150INAV-EQ,MAM150INAV,,-1.000000,1,,NSE,1.000000
10122,MOM100INAV-EQ,MOM100INAV,,-1.000000,1,,NSE,1.000000
10181,BALKRISHNA-EQ,BALKRISHNA,,-1.000000,1,,NSE,1.000000
10192,SHYAMCENT-BE,SHYAMCENT,,-1.000000,1,,NSE,1.000000
10219,781RJ47-SG,781RJ47,,-1.000000,100,,NSE,1.000000
1023,FEDERALBNK-EQ,FEDERALBNK,,-1.000000,1,,NSE,5.000000
10268,804PN42-SG,804PN42,,-1.000000,100,,NSE,1.000000
10269,791TS43-SG,791TS43,,-1.000000,100,,NSE,1.000000
1030,AARON-EQ,AARON,,-1.000000,1,,NSE,1.000000
10331,781HR32A-SG,781HR32A,,-1.000000,100,,NSE,1.000000
10336,797AP39-SG,797AP39,,-1.000000,100,,NSE,1.000000
10381,798RJ42-SG,798RJ42,,-1.000000,100,,NSE,1.000000
10393,801WB41-SG,801WB41,,-1.000000,100,,NSE,1.000000
10435,OSEINTRUST-IV,OSEINTRUST,,-1.000000,25000,,NSE,1.000000
10454,797WB42-SG,797WB42,,-1.000000,100,,NSE,1.000000
10458,779AP31-SG,779AP31,,-1.000000,100,,NSE,1.000000
10528,768AS32-SG,768AS32,,-1.000000,100,,NSE,1.000000
10543,765RJ32-SG,765RJ32,,-1.000000,100,,NSE,1.000000
10545,784TS36-SG,784TS36,,-1.000000,100,,NSE,1.000000
10583,HDF100INAV-EQ,HDF100INAV,,-1.000000,1,,NSE,1.000000
10619,HDFCNEXT50-EQ,HDFCNEXT50,,-1.000000,1,,NSE,1.000000
10634,ASAL-EQ,ASAL,,-1.000000,1,,NSE,5.000000
10639,797AP36-SG,797AP36,,-1.000000,100,,NSE,1.000000
10722,726GS2032-GS,726GS2032,,-1.000000,1,,NSE,1.000000
10723,INFRAIETF-EQ,INFRAIETF,,-1.000000,1,,NSE,1.000000
10738,OFSS-EQ,OFSS,,-1.000000,1,,NSE,50.000000
10744,737NTPC35C-NA,737NTPC35C,,-1.000000,1,,NSE,1.000000
10768,OAL-EQ,OAL,,-1.000000,1,,NSE,5.000000
10784,774TS46-SG,774TS46,,-1.000000,100,,NSE,1.000000
10793,SYRMA-EQ,SYRMA,,-1.000000,1,,NSE,5.000000
10902,745TS30-SG,745TS30,,-1.000000,100,,NSE,1.000000
10940,DIVISLAB-EQ,DIVISLAB,,-1.000000,1,,NSE,50.000000
10959,749HP34-SG,749HP34,,-1.000000,100,,NSE,1.000000
11037,BANKIETF-EQ,BANKIETF,,-1.000000,1,,NSE,1.000000
10993,INDORAMA-EQ,INDORAMA,,-1.000000,1,,NSE,1.000000
11065,NATHBIOGEN-EQ,NATHBIOGEN,,-1.000000,1,,NSE,1.000000
11160,756TS40-SG,756TS40,,-1.000000,100,,NSE,1.000000
11165,COFFEEDAY-EQ,COFFEEDAY,,-1.000000,1,,NSE,1.000000
11192,SGBAUG30-GB,SGBAUG30,,-1.000000,1,,NSE,1.000000
11208,KANDARP-SM,KANDARP,,-1.000000,1000,,NSE,5.000000
11223,UCOBANK-EQ,UCOBANK,,-1.000000,1,,NSE,1.000000
11256,JAIBALAJI-EQ,JAIBALAJI,,-1.000000,1,,NSE,1.000000
11273,749GJ26-SG,749GJ26,,-1.000000,100,,NSE,1.000000
11288,765RJ32A-SG,765RJ32A,,-1.000000,100,,NSE,1.000000
11301,LUXIND-EQ,LUXIND,,-1.000000,1,,NSE,10.000000
11351,PETRONET-EQ,PETRONET,,-1.000000,1,,NSE,5.000000
11401,778MZ32-SG,778MZ32,,-1.000000,100,,NSE,1.000000
11411,RKFORGE-EQ,RKFORGE,,-1.000000,1,,NSE,5.000000
1153,GLAXO-EQ,GLAXO,,-1.000000,1,,NSE,10.000000
11432,KRITINUT-EQ,KRITINUT,,-1.000000,1,,NSE,1.000000
11549,TEXINFRA-EQ,TEXINFRA,,-1.000000,1,,NSE,1.000000
1164,NEWGEN-EQ,NEWGEN,,-1.000000,1,,NSE,5.000000
11593,HDFCSENSEX-EQ,HDFCSENSEX,,-1.000000,1,,NSE,1.000000
11598,773BR32-SG,773BR32,,-1.000000,100,,NSE,1.000000
11618,ASTRAMICRO-EQ,ASTRAMICRO,,-1.000000,1,,NSE,5.000000
1166,672KA33-SG,672KA33,,-1.000000,100,,NSE,1.000000
11654,LALPATHLAB-EQ,LALPATHLAB,,-1.000000,1,,NSE,10.000000
11677,INDOCO-EQ,INDOCO,,-1.000000,1,,NSE,1.000000
11689,SUPRAJIT-EQ,SUPRAJIT,,-1.000000,1,,NSE,5.000000
11695,788MP33-SG,788MP33,,-1.000000,100,,NSE,1.000000
11697,791UP37-SG,791UP37,,-1.000000,100,,NSE,1.000000
11698,793WB37-SG,793WB37,,-1.000000,100,,NSE,1.000000
11703,ALKEM-EQ,ALKEM,,-1.000000,1,,NSE,50.000000
11730,728IRFC30-NG,728IRFC30,,-1.000000,1,,NSE,1.000000
11743,JINDALPHOT-EQ,JINDALPHOT,,-1.000000,1,,NSE,10.000000
11767,784TS39-SG,784TS39,,-1.000000,100,,NSE,1.000000
11769,783PN42-SG,783PN42,,-1.000000,100,,NSE,1.000000
11854,915SCL27A-ZL,915SCL27A,,-1.000000,1,,NSE,1.000000
1186,GLAND-EQ,GLAND,,-1.000000,1,,NSE,10.000000
11857,89SCL24A-ZM,89SCL24A,,-1.000000,1,,NSE,1.000000
11874,784HP37-SG,784HP37,,-1.000000,100,,NSE,1.000000
11905,GENUSPOWER-EQ,GENUSPOWER,,-1.000000,1,,NSE,5.000000
11909,SWELECTES-EQ,SWELECTES,,-1.000000,1,,NSE,5.000000
10005,DSPQ50INAV-EQ,DSPQ50INAV,,-1.000000,1,,NSE,1.000000
10048,ICICI5INAV-EQ,ICICI5INAV,,-1.000000,1,,NSE,1.000000
10050,ICICI1INAV-EQ,ICICI1INAV,,-1.000000,1,,NSE,1.000000
10190,781TN52-SG,781TN52,,-1.000000,100,,NSE,1.000000
10198,785MP32-SG,785MP32,,-1.000000,100,,NSE,1.000000
10212,794TS36-SG,794TS36,,-1.000000,100,,NSE,1.000000
10215,795AP39-SG,795AP39,,-1.000000,100,,NSE,1.000000
10252,782WB32-SG,782WB32,,-1.000000,100,,NSE,1.000000
1044,AXISBNKETF-EQ,AXISBNKETF,,-1.000000,1,,NSE,1.000000
10343,RADHIKAJWE-EQ,RADHIKAJWE,,-1.000000,1,,NSE,1.000000
10346,DGCONTENT-EQ,DGCONTENT,,-1.000000,1,,NSE,1.000000
10470,782SK32-SG,782SK32,,-1.000000,100,,NSE,1.000000
10515,SENSEXBETA-EQ,SENSEXBETA,,-1.000000,1,,NSE,1.000000
10529,765BR32-SG,765BR32,,-1.000000,100,,NSE,1.000000
10541,767NL32-SG,767NL32,,-1.000000,100,,NSE,1.000000
10580,TCI-EQ,TCI,,-1.000000,1,,NSE,10.000000
10585,MOM30IETF-EQ,MOM30IETF,,-1.000000,1,,NSE,1.000000
10644,793TN42-SG,793TN42,,-1.000000,100,,NSE,1.000000
10645,793RJ45-SG,793RJ45,,-1.000000,100,,NSE,1.000000
10646,754AS28-SG,754AS28,,-1.000000,100,,NSE,1.000000
10676,MNC-EQ,MNC,,-1.000000,1,,NSE,1.000000
10721,765BR32A-SG,765BR32A,,-1.000000,100,,NSE,1.000000
10690,NIFTYQLITY-EQ,NIFTYQLITY,,-1.000000,1,,NSE,1.000000
1075,65GJ30-SG,65GJ30,,-1.000000,100,,NSE,1.000000
10783,774TS45-SG,774TS45,,-1.000000,100,,NSE,1.000000
10843,HDFC1406RQ-MF,HDFC1406RQ,,-1.000000,1,,NSE,1.000000
1085,GABRIEL-EQ,GABRIEL,,-1.000000,1,,NSE,10.000000
10847,771AP39-SG,771AP39,,-1.000000,100,,NSE,1.000000
10859,DREAMFOLKS-EQ,DREAMFOLKS,,-1.000000,1,,NSE,1.000000
10865,GVPTECH-EQ,GVPTECH,,-1.000000,1,,NSE,1.000000
10906,753AS32-SG,753AS32,,-1.000000,100,,NSE,1.000000
10907,758PN42-SG,758PN42,,-1.000000,100,,NSE,1.000000
10923,753BR32-SG,753BR32,,-1.000000,100,,NSE,1.000000
10931,736GS2052-GS,736GS2052,,-1.000000,1,,NSE,1.000000
1095,679MP40-SG,679MP40,,-1.000000,100,,NSE,1.000000
10961,75HP37-SG,75HP37,,-1.000000,100,,NSE,1.000000
10980,MEGAFLEX-ST,MEGAFLEX,,-1.000000,3000,,NSE,5.000000
10999,MARUTI-EQ,MARUTI,,-1.000000,1,,NSE,100.000000
11039,DCMNVL-EQ,DCMNVL,,-1.000000,1,,NSE,1.000000
11095,755AS32-SG,755AS32,,-1.000000,100,,NSE,1.000000
11260,HDFCVALUE-EQ,HDFCVALUE,,-1.000000,1,,NSE,1.000000
11271,DREDGECORP-EQ,DREDGECORP,,-1.000000,1,,NSE,5.000000
11275,TVTODAY-EQ,TVTODAY,,-1.000000,1,,NSE,1.000000
1129,GTECJAINX-EQ,GTECJAINX,,-1.000000,1,,NSE,1.000000
11285,764MH32-SG,764MH32,,-1.000000,100,,NSE,1.000000
11294,778MZ37-SG,778MZ37,,-1.000000,100,,NSE,1.000000
11319,LICNETFN50-EQ,LICNETFN50,,-1.000000,1,,NSE,1.000000
11359,DHANBANK-EQ,DHANBANK,,-1.000000,1,,NSE,1.000000
11365,865SCL24B-Z8,865SCL24B,,-1.000000,1,,NSE,1.000000
11404,779RJ32-SG,779RJ32,,-1.000000,100,,NSE,1.000000
11409,784TS34-SG,784TS34,,-1.000000,100,,NSE,1.000000
11427,NDTV-EQ,NDTV,,-1.000000,1,,NSE,1.000000
11435,SPANDANA-EQ,SPANDANA,,-1.000000,1,,NSE,5.000000
11439,BANKBEES-EQ,BANKBEES,,-1.000000,1,,NSE,1.000000
11441,LICNETFSEN-EQ,LICNETFSEN,,-1.000000,1,,NSE,1.000000
11501,FROG-SM,FROG,,-1.000000,400,,NSE,5.000000
11509,785SK32-SG,785SK32,,-1.000000,100,,NSE,1.000000
11510,785UK32-SG,785UK32,,-1.000000,100,,NSE,1.000000
1157,654AR30-SG,654AR30,,-1.000000,100,,NSE,1.000000
11536,TCS-EQ,TCS,,-1.000000,1,,NSE,10.000000
11561,HDFC1359DQ-MF,HDFC1359DQ,,-1.000000,1,,NSE,1.000000
11571,PPLPHARMA-EQ,PPLPHARMA,,-1.000000,1,,NSE,1.000000
11581,GULFPETRO-EQ,GULFPETRO,,-1.000000,1,,NSE,1.000000
11589,762GJ29-SG,762GJ29,,-1.000000,100,,NSE,1.000000
11626,WELENT-EQ,WELENT,,-1.000000,1,,NSE,5.000000
11647,KOTARISUG-EQ,KOTARISUG,,-1.000000,1,,NSE,1.000000
11992,SYNCOMF-EQ,SYNCOMF,,-1.000000,1,,NSE,1.000000
12009,IMPAL-EQ,IMPAL,,-1.000000,1,,NSE,10.000000
12015,AEROENTER-EQ,AEROENTER,,-1.000000,1,,NSE,1.000000
12026,RENUKA-EQ,RENUKA,,-1.000000,1,,NSE,1.000000
12071,UTIRQP35P1-MF,UTIRQP35P1,,-1.000000,1,,NSE,1.000000
1212,635MH28-SG,635MH28,,-1.000000,100,,NSE,1.000000
1215,653HP29-SG,653HP29,,-1.000000,100,,NSE,1.000000
12153,BBTCL-EQ,BBTCL,,-1.000000,1,,NSE,1.000000
12295,768HR31-SG,768HR31,,-1.000000,100,,NSE,1.000000
12303,77HR34-SG,77HR34,,-1.000000,100,,NSE,1.000000
1236,652MH30-SG,652MH30,,-1.000000,100,,NSE,1.000000
12345,763TN47-SG,763TN47,,-1.000000,100,,NSE,1.000000
1237,657GA30-SG,657GA30,,-1.000000,100,,NSE,1.000000
12471,CAGL27A-N6,CAGL27A,,-1.000000,1,,NSE,1.000000
1248,666KA32-SG,666KA32,,-1.000000,100,,NSE,1.000000
1251,667MH32-SG,667MH32,,-1.000000,100,,NSE,1.000000
12660,75AP28-SG,75AP28,,-1.000000,100,,NSE,1.000000
12689,764AP33-SG,764AP33,,-1.000000,100,,NSE,1.000000
12971,PRITIKA-SM,PRITIKA,,-1.000000,2000,,NSE,5.000000
13,ABB-EQ,ABB,,-1.000000,1,,NSE,50.000000
13051,753TS47-SG,753TS47,,-1.000000,100,,NSE,1.000000
13061,360ONE-EQ,360ONE,,-1.000000,1,,NSE,10.000000
13081,TRIVENI-EQ,TRIVENI,,-1.000000,1,,NSE,5.000000
13102,SFMP73DD-MF,SFMP73DD,,-1.000000,1,,NSE,1.000000
13108,SFMP73GR-MF,SFMP73GR,,-1.000000,1,,NSE,1.000000
13112,757AS32-SG,757AS32,,-1.000000,100,,NSE,1.000000
1313,HARRMALAYA-EQ,HARRMALAYA,,-1.000000,1,,NSE,1.000000
13128,763KA39-SG,763KA39,,-1.000000,100,,NSE,1.000000
13143,GSEC10IETF-EQ,GSEC10IETF,,-1.000000,1,,NSE,1.000000
13194,741GS2036-GS,741GS2036,,-1.000000,1,,NSE,1.000000
13197,GSPL-EQ,GSPL,,-1.000000,1,,NSE,5.000000
